sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
43810,BK-M82S-42,11004,20110123,20110130,20110204,3400.0,1,3400.0
43811,BK-M82S-44,11026,20110123,20110130,20110204,3400.0,1,3400.0
43812,BK-R93R-48,27662,20110124,20110131,20110205,3578.0,1,3578.0
43813,BK-M82B-44,28390,20110124,20110131,20110205,3375.0,1,3375.0
43814,BK-M82B-44,25866,20110124,20110131,20110205,3375.0,1,3375.0
43815,BK-R93R-44,16494,20110124,20110131,20110205,3578.0,1,3578.0
43816,BK-R93R-56,16496,20110124,20110131,20110205,3578.0,1,3578.0
43817,BK-R93R-62,16519,20110124,20110131,20110205,3578.0,1,3578.0
43818,BK-R93R-48,16528,20110124,20110131,20110205,3578.0,1,3578.0
43819,BK-M82S-44,11006,20110124,20110131,20110205,3400.0,1,3400.0
43820,BK-R93R-48,27651,20110125,20110201,20110206,3578.0,1,3578.0
43821,BK-R93R-62,27663,20110125,20110201,20110206,3578.0,1,3578.0
43822,BK-R93R-52,27669,20110125,20110201,20110206,3578.0,1,3578.0
43823,BK-R50B-52,19942,20110125,20110201,20110206,699.0,1,699.0
43824,BK-R50B-44,14558,20110125,20110201,20110206,699.0,1,699.0
43825,BK-R93R-52,16349,20110125,20110201,20110206,3578.0,1,3578.0
43826,BK-M82B-38,11008,20110125,20110201,20110206,3375.0,1,3375.0
43827,BK-R50B-44,25250,20110125,20110201,20110206,699.0,1,699.0
43828,BK-R93R-62,27605,20110126,20110202,20110207,3578.0,1,3578.0
43829,BK-R93R-62,27611,20110126,20110202,20110207,3578.0,1,3578.0
43830,BK-R93R-44,16347,20110126,20110202,20110207,3578.0,1,3578.0
43831,BK-M82B-42,11028,20110126,20110202,20110207,3375.0,1,3375.0
43832,BK-R93R-62,13584,20110126,20110202,20110207,3578.0,1,3578.0
43833,BK-R93R-62,21727,20110127,20110203,20110208,3578.0,1,3578.0
43834,BK-M82B-38,28393,20110127,20110203,20110208,3375.0,1,3375.0
43835,BK-M82B-38,19802,20110127,20110203,20110208,3375.0,1,3375.0
43836,BK-R50R-62,26620,20110127,20110203,20110208,699.0,1,699.0
43837,BK-M82B-44,11009,20110127,20110203,20110208,3375.0,1,3375.0
43838,BK-R93R-52,27641,20110128,20110204,20110209,3578.0,1,3578.0
43839,BK-R93R-44,27673,20110128,20110204,20110209,3578.0,1,3578.0
43840,BK-R50R-44,17957,20110128,20110204,20110209,699.0,1,699.0
43841,BK-R93R-56,13406,20110128,20110204,20110209,3578.0,1,3578.0
43842,BK-R93R-48,16630,20110128,20110204,20110209,3578.0,1,3578.0
43918,BK-R93R-52,22041,20110129,20110205,20110210,3578.0,1,3578.0
43919,BK-R93R-56,12124,20110129,20110205,20110210,3578.0,1,3578.0
43920,BK-R93R-52,28066,20110129,20110205,20110210,3578.0,1,3578.0
43921,BK-R93R-52,16743,20110129,20110205,20110210,3578.0,1,3578.0
43922,BK-R93R-62,13546,20110129,20110205,20110210,3578.0,1,3578.0
43923,BK-R93R-48,28018,20110130,20110206,20110211,3578.0,1,3578.0
43924,BK-R93R-62,12132,20110130,20110206,20110211,3578.0,1,3578.0
43925,BK-R93R-56,16661,20110130,20110206,20110211,3578.0,1,3578.0
43926,BK-M82B-48,11055,20110131,20110207,20110212,3375.0,1,3375.0
43927,BK-R93R-56,16662,20110131,20110207,20110212,3578.0,1,3578.0
43928,BK-R93R-52,16740,20110131,20110207,20110212,3578.0,1,3578.0
43929,BK-R50R-60,25270,20110131,20110207,20110212,699.0,1,699.0
43930,BK-R93R-48,28038,20110201,20110208,20110213,3578.0,1,3578.0
43931,BK-R93R-52,13548,20110201,20110208,20110213,3578.0,1,3578.0
43932,BK-R93R-56,16741,20110201,20110208,20110213,3578.0,1,3578.0
43933,BK-M82S-48,11031,20110201,20110208,20110213,3400.0,1,3400.0
43934,BK-M82S-44,11034,20110201,20110208,20110213,3400.0,1,3400.0
43935,BK-R50B-60,20048,20110202,20110209,20110214,699.0,1,699.0
43936,BK-R93R-44,28065,20110202,20110209,20110214,3578.0,1,3578.0
43937,BK-R93R-48,17047,20110202,20110209,20110214,3578.0,1,3578.0
43938,BK-R93R-62,16686,20110202,20110209,20110214,3578.0,1,3578.0
43939,BK-R93R-48,16659,20110202,20110209,20110214,3578.0,1,3578.0
43940,BK-R50B-62,25294,20110202,20110209,20110214,699.0,1,699.0
43941,BK-R93R-56,13600,20110203,20110210,20110215,3578.0,1,3578.0
43942,BK-R93R-62,17051,20110203,20110210,20110215,3578.0,1,3578.0
43943,BK-R50B-44,14565,20110203,20110210,20110215,699.0,1,699.0
43944,BK-M82S-38,11054,20110203,20110210,20110215,3400.0,1,3400.0
43945,BK-R93R-62,16675,20110203,20110210,20110215,3578.0,1,3578.0
43946,BK-R93R-52,16687,20110203,20110210,20110215,3578.0,1,3578.0
43947,BK-R93R-62,16712,20110203,20110210,20110215,3578.0,1,3578.0
43948,BK-M82S-42,11047,20110203,20110210,20110215,3400.0,1,3400.0
43949,BK-R93R-62,27726,20110204,20110211,20110216,3578.0,1,3578.0
43950,BK-R93R-44,28014,20110204,20110211,20110216,3578.0,1,3578.0
43951,BK-R93R-44,16696,20110204,20110211,20110216,3578.0,1,3578.0
43952,BK-R93R-48,16639,20110204,20110211,20110216,3578.0,1,3578.0
43953,BK-R50B-52,20049,20110205,20110212,20110217,699.0,1,699.0
43954,BK-R93R-44,13602,20110205,20110212,20110217,3578.0,1,3578.0
43955,BK-R93R-56,13661,20110205,20110212,20110217,3578.0,1,3578.0
43956,BK-M82S-38,11030,20110205,20110212,20110217,3400.0,1,3400.0
43957,BK-R93R-52,28068,20110206,20110213,20110218,3578.0,1,3578.0
43958,BK-R93R-48,16658,20110206,20110213,20110218,3578.0,1,3578.0
43959,BK-M82B-38,11035,20110206,20110213,20110218,3375.0,1,3375.0
43960,BK-M82B-42,11046,20110206,20110213,20110218,3375.0,1,3375.0
43961,BK-R93R-44,28031,20110207,20110214,20110219,3578.0,1,3578.0
43962,BK-R93R-48,28076,20110207,20110214,20110219,3578.0,1,3578.0
43963,BK-R93R-56,16685,20110207,20110214,20110219,3578.0,1,3578.0
43964,BK-R93R-48,16745,20110207,20110214,20110219,3578.0,1,3578.0
43965,BK-M82B-48,11038,20110207,20110214,20110219,3375.0,1,3375.0
43966,BK-M82S-48,11039,20110207,20110214,20110219,3400.0,1,3400.0
43967,BK-R93R-52,28040,20110208,20110215,20110220,3578.0,1,3578.0
43968,BK-R93R-52,28067,20110208,20110215,20110220,3578.0,1,3578.0
43969,BK-R93R-62,28071,20110208,20110215,20110220,3578.0,1,3578.0
43970,BK-R93R-44,16684,20110208,20110215,20110220,3578.0,1,3578.0
43971,BK-R93R-56,16657,20110208,20110215,20110220,3578.0,1,3578.0
43972,BK-R93R-56,21939,20110209,20110216,20110221,3578.0,1,3578.0
43973,BK-R93R-48,28039,20110209,20110216,20110221,3578.0,1,3578.0
43974,BK-R93R-48,13687,20110209,20110216,20110221,3578.0,1,3578.0
43975,BK-R93R-48,13540,20110209,20110216,20110221,3578.0,1,3578.0
43976,BK-R93R-62,28063,20110209,20110216,20110221,3578.0,1,3578.0
43977,BK-R93R-48,16703,20110209,20110216,20110221,3578.0,1,3578.0
43978,BK-R93R-62,28030,20110210,20110217,20110222,3578.0,1,3578.0
43979,BK-R50R-60,14576,20110210,20110217,20110222,699.0,1,699.0
43980,BK-M82B-48,11048,20110210,20110217,20110222,3375.0,1,3375.0
43981,BK-R93R-56,16664,20110210,20110217,20110222,3578.0,1,3578.0
43982,BK-R50B-52,25271,20110210,20110217,20110222,699.0,1,699.0
43983,BK-R93R-56,28017,20110211,20110218,20110223,3578.0,1,3578.0
43984,BK-R93R-44,13545,20110211,20110218,20110223,3578.0,1,3578.0
43985,BK-R93R-52,13515,20110211,20110218,20110223,3578.0,1,3578.0
43986,BK-R93R-62,28070,20110211,20110218,20110223,3578.0,1,3578.0
43987,BK-R93R-62,28042,20110212,20110219,20110224,3578.0,1,3578.0
43988,BK-M82S-38,11244,20110212,20110219,20110224,3400.0,1,3400.0
43989,BK-R93R-48,28083,20110212,20110219,20110224,3578.0,1,3578.0
43990,BK-M82S-38,25872,20110212,20110219,20110224,3400.0,1,3400.0
43991,BK-R93R-62,16660,20110212,20110219,20110224,3578.0,1,3578.0
43992,BK-R93R-44,16638,20110212,20110219,20110224,3578.0,1,3578.0
43993,BK-R93R-56,16929,20110214,20110221,20110226,3578.0,1,3578.0
43994,BK-R93R-56,27681,20110215,20110222,20110227,3578.0,1,3578.0
43995,BK-R93R-48,21813,20110215,20110222,20110227,3578.0,1,3578.0
43996,BK-R93R-62,27920,20110215,20110222,20110227,3578.0,1,3578.0
43997,BK-R93R-62,28022,20110215,20110222,20110227,3578.0,1,3578.0
43998,BK-M82B-38,11033,20110215,20110222,20110227,3375.0,1,3375.0
43999,BK-R93R-44,28047,20110215,20110222,20110227,3578.0,1,3578.0
44000,BK-R93R-44,27918,20110216,20110223,20110228,3578.0,1,3578.0
44001,BK-R93R-52,28044,20110216,20110223,20110228,3578.0,1,3578.0
44002,BK-R50B-62,14572,20110216,20110223,20110228,699.0,1,699.0
44003,BK-R50B-52,19325,20110216,20110223,20110228,699.0,1,699.0
44004,BK-R93R-62,28061,20110216,20110223,20110228,3578.0,1,3578.0
44005,BK-R50B-60,26629,20110216,20110223,20110228,699.0,1,699.0
44006,BK-R93R-62,16744,20110216,20110223,20110228,3578.0,1,3578.0
44007,BK-R50R-58,25555,20110216,20110223,20110228,699.0,1,699.0
44008,BK-R93R-48,27678,20110217,20110224,20110301,3578.0,1,3578.0
44009,BK-R93R-56,27759,20110217,20110224,20110301,3578.0,1,3578.0
44010,BK-R93R-62,13680,20110217,20110224,20110301,3578.0,1,3578.0
44011,BK-R93R-62,13514,20110217,20110224,20110301,3578.0,1,3578.0
44012,BK-M82B-42,11052,20110217,20110224,20110301,3375.0,1,3375.0
44013,BK-R93R-48,16928,20110217,20110224,20110301,3578.0,1,3578.0
44014,BK-R93R-52,27917,20110218,20110225,20110302,3578.0,1,3578.0
44015,BK-R93R-44,13693,20110218,20110225,20110302,3578.0,1,3578.0
44016,BK-M82B-44,11247,20110218,20110225,20110302,3375.0,1,3375.0
44017,BK-R93R-62,28078,20110218,20110225,20110302,3578.0,1,3578.0
44018,BK-M82B-44,25876,20110218,20110225,20110302,3375.0,1,3375.0
44019,BK-R93R-62,16701,20110218,20110225,20110302,3578.0,1,3578.0
44020,BK-R93R-44,16931,20110218,20110225,20110302,3578.0,1,3578.0
44021,BK-M82B-38,11032,20110218,20110225,20110302,3375.0,1,3375.0
44022,BK-R93R-52,22008,20110219,20110226,20110303,3578.0,1,3578.0
44023,BK-M82B-42,19830,20110219,20110226,20110303,3375.0,1,3375.0
44024,BK-R93R-56,16663,20110219,20110226,20110303,3578.0,1,3578.0
44025,BK-R93R-56,16708,20110219,20110226,20110303,3578.0,1,3578.0
44026,BK-R93R-62,17045,20110219,20110226,20110303,3578.0,1,3578.0
44027,BK-R93R-62,21921,20110220,20110227,20110304,3578.0,1,3578.0
44028,BK-R93R-48,17048,20110220,20110227,20110304,3578.0,1,3578.0
44029,BK-M82B-44,11050,20110220,20110227,20110304,3375.0,1,3375.0
44030,BK-R93R-44,12131,20110221,20110228,20110305,3578.0,1,3578.0
44031,BK-R93R-52,13689,20110221,20110228,20110305,3578.0,1,3578.0
44032,BK-M82S-38,11243,20110221,20110228,20110305,3400.0,1,3400.0
44033,BK-R93R-56,16693,20110221,20110228,20110305,3578.0,1,3578.0
44034,BK-R93R-52,16702,20110221,20110228,20110305,3578.0,1,3578.0
44035,BK-R93R-48,16707,20110221,20110228,20110305,3578.0,1,3578.0
44036,BK-R93R-62,17046,20110221,20110228,20110305,3578.0,1,3578.0
44037,BK-R50R-48,25272,20110221,20110228,20110305,699.0,1,699.0
44038,BK-M82S-38,25868,20110221,20110228,20110305,3400.0,1,3400.0
44039,BK-R50B-52,17971,20110222,20110301,20110306,699.0,1,699.0
44040,BK-M82B-48,11057,20110222,20110301,20110306,3375.0,1,3375.0
44041,BK-R93R-52,16742,20110222,20110301,20110306,3578.0,1,3578.0
44042,BK-R93R-52,13678,20110223,20110302,20110307,3578.0,1,3578.0
44043,BK-R93R-44,13679,20110223,20110302,20110307,3578.0,1,3578.0
44044,BK-R93R-56,13690,20110223,20110302,20110307,3578.0,1,3578.0
44045,BK-M82S-38,28394,20110223,20110302,20110307,3400.0,1,3400.0
44046,BK-R93R-52,28064,20110223,20110302,20110307,3578.0,1,3578.0
44047,BK-M82S-38,25878,20110223,20110302,20110307,3400.0,1,3400.0
44048,BK-R93R-56,16713,20110223,20110302,20110307,3578.0,1,3578.0
44049,BK-R93R-56,13538,20110224,20110303,20110308,3578.0,1,3578.0
44050,BK-R93R-62,17050,20110224,20110303,20110308,3578.0,1,3578.0
44051,BK-R93R-62,13691,20110225,20110304,20110309,3578.0,1,3578.0
44052,BK-R93R-56,16637,20110225,20110304,20110309,3578.0,1,3578.0
44053,BK-R50B-44,19329,20110226,20110305,20110310,699.0,1,699.0
44054,BK-R93R-56,13542,20110226,20110305,20110310,3578.0,1,3578.0
44055,BK-R93R-62,13543,20110226,20110305,20110310,3578.0,1,3578.0
44056,BK-R93R-56,13559,20110226,20110305,20110310,3578.0,1,3578.0
44057,BK-R50B-44,14577,20110226,20110305,20110310,699.0,1,699.0
44058,BK-M82B-44,11056,20110226,20110305,20110310,3375.0,1,3375.0
44059,BK-R93R-52,16688,20110226,20110305,20110310,3578.0,1,3578.0
44060,BK-R50B-52,25273,20110226,20110305,20110310,699.0,1,699.0
44061,BK-R93R-62,27919,20110227,20110306,20110311,3578.0,1,3578.0
44062,BK-R93R-62,28041,20110227,20110306,20110311,3578.0,1,3578.0
44063,BK-M82S-38,11240,20110227,20110306,20110311,3400.0,1,3400.0
44064,BK-R93R-62,22050,20110227,20110306,20110311,3578.0,1,3578.0
44065,BK-R93R-62,28062,20110227,20110306,20110311,3578.0,1,3578.0
44066,BK-M82S-38,25867,20110227,20110306,20110311,3400.0,1,3400.0
44067,BK-R93R-62,17049,20110227,20110306,20110311,3578.0,1,3578.0
44068,BK-R93R-52,13541,20110228,20110307,20110312,3578.0,1,3578.0
44069,BK-M82B-42,28395,20110228,20110307,20110312,3375.0,1,3375.0
44070,BK-M82B-42,19829,20110228,20110307,20110312,3375.0,1,3375.0
44071,BK-R93R-52,16691,20110228,20110307,20110312,3578.0,1,3578.0
44072,BK-R93R-44,16656,20110228,20110307,20110312,3578.0,1,3578.0
44073,BK-M82B-48,11044,20110228,20110307,20110312,3375.0,1,3375.0
44134,BK-R93R-62,13821,20110301,20110308,20110313,3578.0,1,3578.0
44135,BK-R93R-62,28156,20110301,20110308,20110313,3578.0,1,3578.0
44136,BK-R93R-44,22114,20110301,20110308,20110313,3578.0,1,3578.0
44137,BK-R93R-56,17328,20110301,20110308,20110313,3578.0,1,3578.0
44138,BK-R93R-62,13765,20110302,20110309,20110314,3578.0,1,3578.0
44139,BK-R93R-44,13792,20110302,20110309,20110314,3578.0,1,3578.0
44140,BK-R93R-44,12221,20110302,20110309,20110314,3578.0,1,3578.0
44141,BK-R93R-52,13572,20110302,20110309,20110314,3578.0,1,3578.0
44142,BK-R93R-52,22058,20110302,20110309,20110314,3578.0,1,3578.0
44143,BK-R93R-52,28145,20110302,20110309,20110314,3578.0,1,3578.0
44144,BK-R93R-48,17071,20110302,20110309,20110314,3578.0,1,3578.0
44145,BK-R93R-62,17309,20110302,20110309,20110314,3578.0,1,3578.0
44146,BK-R93R-52,17310,20110302,20110309,20110314,3578.0,1,3578.0
44147,BK-R93R-62,17320,20110302,20110309,20110314,3578.0,1,3578.0
44148,BK-R93R-62,28172,20110303,20110310,20110315,3578.0,1,3578.0
44149,BK-R93R-48,17242,20110303,20110310,20110315,3578.0,1,3578.0
44150,BK-R93R-48,17315,20110303,20110310,20110315,3578.0,1,3578.0
44151,BK-R50R-48,25558,20110303,20110310,20110315,699.0,1,699.0
44152,BK-M82S-44,11334,20110304,20110311,20110316,3400.0,1,3400.0
44153,BK-R93R-48,28168,20110304,20110311,20110316,3578.0,1,3578.0
44154,BK-R93R-44,28181,20110304,20110311,20110316,3578.0,1,3578.0
44155,BK-R93R-52,28131,20110304,20110311,20110316,3578.0,1,3578.0
44156,BK-M82S-44,25887,20110304,20110311,20110316,3400.0,1,3400.0
44157,BK-R93R-56,17055,20110304,20110311,20110316,3578.0,1,3578.0
44158,BK-R93R-44,13567,20110305,20110312,20110317,3578.0,1,3578.0
44159,BK-R93R-44,28182,20110305,20110312,20110317,3578.0,1,3578.0
44160,BK-R93R-48,28186,20110305,20110312,20110317,3578.0,1,3578.0
44161,BK-R93R-56,13772,20110306,20110313,20110318,3578.0,1,3578.0
44162,BK-R93R-44,28185,20110306,20110313,20110318,3578.0,1,3578.0
44163,BK-R93R-56,28193,20110306,20110313,20110318,3578.0,1,3578.0
44164,BK-R93R-62,28088,20110306,20110313,20110318,3578.0,1,3578.0
44165,BK-R93R-52,17065,20110306,20110313,20110318,3578.0,1,3578.0
44166,BK-R50B-44,14581,20110306,20110313,20110318,699.0,1,699.0
44167,BK-R93R-56,17308,20110306,20110313,20110318,3578.0,1,3578.0
44168,BK-R93R-52,12211,20110307,20110314,20110319,3578.0,1,3578.0
44169,BK-R93R-44,28179,20110307,20110314,20110319,3578.0,1,3578.0
44170,BK-R93R-56,28183,20110307,20110314,20110319,3578.0,1,3578.0
44171,BK-R93R-52,28112,20110307,20110314,20110319,3578.0,1,3578.0
44172,BK-R50B-44,14584,20110307,20110314,20110319,699.0,1,699.0
44173,BK-R93R-48,13784,20110308,20110315,20110320,3578.0,1,3578.0
44174,BK-R93R-44,17229,20110308,20110315,20110320,3578.0,1,3578.0
44175,BK-R93R-52,17246,20110308,20110315,20110320,3578.0,1,3578.0
44176,BK-R93R-56,12220,20110309,20110316,20110321,3578.0,1,3578.0
44177,BK-M82B-44,11337,20110309,20110316,20110321,3375.0,1,3375.0
44178,BK-R93R-48,28097,20110309,20110316,20110321,3578.0,1,3578.0
44179,BK-M82B-44,25888,20110309,20110316,20110321,3375.0,1,3375.0
44180,BK-M82S-48,11058,20110309,20110316,20110321,3400.0,1,3400.0
44181,BK-R93R-48,17294,20110309,20110316,20110321,3578.0,1,3578.0
44182,BK-R93R-62,17299,20110309,20110316,20110321,3578.0,1,3578.0
44183,BK-R93R-62,28158,20110310,20110317,20110322,3578.0,1,3578.0
44184,BK-R93R-56,17247,20110310,20110317,20110322,3578.0,1,3578.0
44185,BK-R93R-62,17280,20110310,20110317,20110322,3578.0,1,3578.0
44186,BK-M82S-48,25889,20110312,20110319,20110324,3400.0,1,3400.0
44187,BK-R93R-52,17069,20110312,20110319,20110324,3578.0,1,3578.0
44188,BK-R50B-60,20052,20110313,20110320,20110325,699.0,1,699.0
