store_id,store_name,location,manager,rejection_reason,rejection_timestamp
STORE1276,Ashland Store,West Marion,Daniel Robinson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1277,Georgetown Store,East Waynetown,Ruth Hill,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1278,Auburn Store,East Auburn,John Jones,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1279,Washington Store,East Salemtown,Andrew Scott,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1280,Jackson Store,West Washington,Sandra Allen,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1281,Wayne Store,East Franklintown,Ronald Evans,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1282,Marion Store,West Oxford,Daniel Robinson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1283,Springfield Store,East Franklintown,Kimberly Roberts,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1284,Washington Store,West Claytontown,Barbara Anderson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1285,Troy Store,East Richmondtown,Deborah Phillips,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1286,Franklin Store,West Madison,Donald Young,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1287,Auburn Store,West Georgetown,Susan Thomas,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1288,Burlington Store,West Georgetown,Kevin Carter,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1289,Dover Store,East Auburn,Brian Perez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1290,Ashland Store,West Fairviewtown,Helen Walker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1291,Lancaster Store,West Wayne,Nancy Martinez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1292,Wayne Store,West Salem,George Turner,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1293,Georgetown Store,West Burlington,Betty Lewis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1294,Chester Store,East Troy,Anthony Lee,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1295,Troy Store,East Ashlandtown,Sharon Green,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1296,Marion Store,East Lancastertown,Emily Mitchell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1297,Newport Store,West Dovertown,Donna Hernandez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1298,Bristol Store,East Clinton,Nancy Martinez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1299,Clinton Store,West Auburn,Daniel Robinson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1300,Dover Store,East Fairviewtown,Kevin Carter,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1301,Greenwood Store,West Hudson,Linda Davis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1302,Marion Store,West Richmond,Barbara Anderson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1303,Dover Store,West Troy,Joshua Adams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1304,Milton Store,West Hudsontown,Edward Campbell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1305,Troy Store,East Washington,Ruth Hill,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1306,Washington Store,East Clintontown,George Turner,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1307,Chester Store,West Ashlandtown,Robert Williams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1308,Marion Store,East Clinton,Helen Walker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1309,Newport Store,East Newport,Mary Johnson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1310,Fairview Store,East Newport,Steven King,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1311,Auburn Store,East Georgetowntown,Helen Walker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1312,Kingston Store,East Claytontown,Susan Thomas,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1313,Springfield Store,West Georgetown,John Jones,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1314,Washington Store,West Miltontown,Linda Davis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1315,Clayton Store,West Troy,Richard Taylor,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1316,Salem Store,West Auburn,Carol Wright,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1317,Salem Store,West Bristoltown,Linda Davis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1318,Kingston Store,East Newport,Lisa Clark,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1319,Richmond Store,East Salem,Joseph Jackson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1320,Washington Store,West Franklin,Barbara Anderson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1321,Springfield Store,East Riverside,Deborah Phillips,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1322,Madison Store,West Oxford,David Wilson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1323,Chester Store,West Wayne,Robert Williams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1324,Richmond Store,West Georgetown,David Wilson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1325,Riverside Store,West Franklintown,Sharon Green,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1326,Richmond Store,West Washington,Elizabeth Martinez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1327,Fairview Store,East Oxford,Richard Taylor,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1328,Clayton Store,West Fairview,Donna Hernandez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1329,Newport Store,West Clinton,Ruth Hill,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1330,Kingston Store,West Madison,Brian Perez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1331,Marion Store,West Arlington,Kenneth Gonzalez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1332,Kingston Store,West Salem,Anthony Lee,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1333,Kingston Store,East Clayton,Steven King,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1334,Bristol Store,East Fairview,Mark Hall,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1335,Arlington Store,East Madison,Betty Lewis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1336,Richmond Store,East Greenwoodtown,Paul Lopez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1337,Riverside Store,East Lancastertown,Susan Thomas,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1338,Fairview Store,West Kingston,Ruth Hill,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1339,Salem Store,West Auburn,Richard Taylor,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1340,Ashland Store,East Franklin,Joshua Adams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1341,Richmond Store,West Hudson,Andrew Scott,Duplicate key constraint violation,2025-08-22 23:10:41.273546
