sale_id,customer_id,product_id,store_id,sale_date,quantity,total_amount,sale_date_key,payment_type,channel,customer_key,product_key,store_key,promotion_key,date_key,rejection_reason,rejection_timestamp,additional_info
SALE100035,CUST5289,PROD1484,STORE142,2020-10-03,9,5346.09,20201003,Credit Card,InStore,,485,43,1,20201003,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100036,CUST7732,PROD1061,STORE147,2023-01-17,9,6143.400000000001,20230117,Credit Card,InStore,,62,48,1,20230117,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100037,CUST1120,PROD1143,STORE132,2022-11-24,4,1234.32,20221124,Credit Card,InStore,,144,33,1,20221124,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100038,CUST9717,PROD1348,STORE118,2022-08-24,5,152.20000000000002,20220824,Credit Card,InStore,,349,19,1,20220824,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100039,CUST1222,PROD1186,STORE133,2021-01-06,1,868.62,20210106,Credit Card,InStore,,187,34,1,20210106,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100040,CUST4676,PROD1240,STORE189,2021-08-23,9,7494.66,20210823,Credit Card,InStore,,241,90,1,20210823,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100041,CUST5332,PROD1187,STORE198,2021-01-19,7,4352.88,20210119,Credit Card,InStore,,188,99,1,20210119,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100042,CUST4632,PROD1476,STORE162,2020-07-02,3,1744.38,20200702,Credit Card,InStore,,477,63,1,20200702,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100043,CUST10768,PROD1228,STORE125,2024-12-22,3,2870.52,20241222,Credit Card,InStore,,229,26,1,20241222,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100044,CUST10114,PROD1350,STORE190,2022-08-25,8,5002.08,20220825,Credit Card,InStore,,351,91,1,20220825,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100045,CUST8326,PROD1365,STORE180,2022-11-22,8,4639.92,20221122,Credit Card,InStore,,366,81,1,20221122,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100046,CUST8557,PROD1076,STORE153,2022-05-03,8,2991.12,20220503,Credit Card,InStore,,77,54,1,20220503,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100047,CUST3544,PROD1050,STORE133,2022-01-04,6,4848.78,20220104,Credit Card,InStore,,51,34,1,20220104,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100048,CUST7432,PROD1485,STORE154,2023-10-15,4,751.24,20231015,Credit Card,InStore,,486,55,1,20231015,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100049,CUST1062,PROD1336,STORE194,2024-10-13,4,2059.68,20241013,Credit Card,InStore,,337,95,1,20241013,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100050,CUST7490,PROD1341,STORE190,2024-09-08,6,3716.4,20240908,Credit Card,InStore,,342,91,1,20240908,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100051,CUST3023,PROD1481,STORE149,2024-12-06,2,522.8,20241206,Credit Card,InStore,,482,50,1,20241206,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100052,CUST9342,PROD1234,STORE155,2022-01-28,4,354.92,20220128,Credit Card,InStore,,235,56,1,20220128,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100053,CUST9595,PROD1222,STORE177,2022-08-20,5,4353.95,20220820,Credit Card,InStore,,223,78,1,20220820,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100054,CUST3437,PROD1024,STORE170,2024-05-02,4,437.16,20240502,Credit Card,InStore,,25,71,1,20240502,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100055,CUST3852,PROD1361,STORE109,2024-02-19,9,5627.34,20240219,Credit Card,InStore,,362,10,1,20240219,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100056,CUST1127,PROD1467,STORE192,2020-03-15,4,3436.6,20200315,Credit Card,InStore,,468,93,1,20200315,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100057,CUST2508,PROD1440,STORE174,2025-08-31,2,491.02,20250831,Credit Card,InStore,,441,75,1,20250831,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100058,CUST10989,PROD1137,STORE183,2023-04-06,7,5435.43,20230406,Credit Card,InStore,,138,84,1,20230406,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100059,CUST3508,PROD1492,STORE160,2023-11-17,9,7786.98,20231117,Credit Card,InStore,,493,61,1,20231117,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100060,CUST8322,PROD1212,STORE169,2022-06-01,1,896.43,20220601,Credit Card,InStore,,213,70,1,20220601,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100061,CUST10299,PROD1072,STORE112,2025-05-30,2,1044.42,20250530,Credit Card,InStore,,73,13,1,20250530,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100062,CUST3022,PROD1254,STORE186,2024-09-16,2,559.42,20240916,Credit Card,InStore,,255,87,1,20240916,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100063,CUST10351,PROD1166,STORE130,2021-07-11,4,961.68,20210711,Credit Card,InStore,,167,31,1,20210711,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100064,CUST4252,PROD1323,STORE150,2024-07-24,2,754.28,20240724,Credit Card,InStore,,324,51,1,20240724,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100065,CUST1592,PROD1071,STORE188,2024-11-07,6,464.34,20241107,Credit Card,InStore,,72,89,1,20241107,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100066,CUST7557,PROD1157,STORE183,2024-12-28,9,8989.74,20241228,Credit Card,InStore,,158,84,1,20241228,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100067,CUST2024,PROD1234,STORE141,2024-12-12,5,2025.2,20241212,Credit Card,InStore,,235,42,1,20241212,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100068,CUST4799,PROD1417,STORE130,2021-09-02,8,2364.08,20210902,Credit Card,InStore,,418,31,1,20210902,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100069,CUST5669,PROD1481,STORE176,2022-02-18,7,4035.71,20220218,Credit Card,InStore,,482,77,1,20220218,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100070,CUST3371,PROD1473,STORE170,2020-02-13,3,2693.1000000000004,20200213,Credit Card,InStore,,474,71,1,20200213,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100071,CUST10673,PROD1043,STORE108,2020-03-18,3,1566.42,20200318,Credit Card,InStore,,44,9,1,20200318,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100072,CUST8764,PROD1025,STORE147,2022-06-14,1,951.44,20220614,Credit Card,InStore,,26,48,1,20220614,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100073,CUST1116,PROD1411,STORE186,2025-12-14,1,861.95,20251214,Credit Card,InStore,,412,87,1,20251214,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100074,CUST9933,PROD1360,STORE101,2020-11-20,5,2021.2,20201120,Credit Card,InStore,,361,2,1,20201120,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100075,CUST8935,PROD1219,STORE193,2024-02-06,8,2425.44,20240206,Credit Card,InStore,,220,94,1,20240206,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100076,CUST1824,PROD1484,STORE187,2024-08-19,5,4295.75,20240819,Credit Card,InStore,,485,88,1,20240819,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100077,CUST8096,PROD1321,STORE141,2025-12-17,6,4743.96,20251217,Credit Card,InStore,,322,42,1,20251217,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100078,CUST7704,PROD1416,STORE176,2023-12-01,1,920.29,20231201,Credit Card,InStore,,417,77,1,20231201,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100079,CUST6265,PROD1145,STORE176,2025-12-11,4,2800.12,20251211,Credit Card,InStore,,146,77,1,20251211,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100080,CUST9121,PROD1183,STORE166,2021-08-13,9,596.52,20210813,Credit Card,InStore,,184,67,1,20210813,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100081,CUST4593,PROD1239,STORE157,2022-10-07,5,3953.3,20221007,Credit Card,InStore,,240,58,1,20221007,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100082,CUST6310,PROD1307,STORE182,2025-10-09,3,103.29,20251009,Credit Card,InStore,,308,83,1,20251009,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100083,CUST9934,PROD1201,STORE105,2023-09-14,3,1744.38,20230914,Credit Card,InStore,,202,6,1,20230914,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100084,CUST8374,PROD1305,STORE159,2024-01-18,8,1060.64,20240118,Credit Card,InStore,,306,60,1,20240118,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100085,CUST9609,PROD1136,STORE162,2021-11-29,7,561.12,20211129,Credit Card,InStore,,137,63,1,20211129,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100086,CUST3276,PROD1090,STORE195,2025-02-20,9,3645.36,20250220,Credit Card,InStore,,91,96,1,20250220,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100087,CUST2863,PROD1123,STORE103,2023-06-11,6,5687.4,20230611,Credit Card,InStore,,124,4,1,20230611,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100088,CUST8486,PROD1136,STORE105,2023-07-30,7,1018.71,20230730,Credit Card,InStore,,137,6,1,20230730,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100089,CUST9199,PROD1472,STORE122,2020-09-07,2,1311.16,20200907,Credit Card,InStore,,473,23,1,20200907,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100090,CUST7653,PROD1268,STORE109,2022-02-22,5,3648.85,20220222,Credit Card,InStore,,269,10,1,20220222,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100091,CUST9982,PROD1141,STORE170,2020-09-28,4,720.52,20200928,Credit Card,InStore,,142,71,1,20200928,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100092,CUST2890,PROD1093,STORE198,2025-01-26,8,4651.68,20250126,Credit Card,InStore,,94,99,1,20250126,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100093,CUST10974,PROD1327,STORE137,2023-02-15,6,5847.06,20230215,Credit Card,InStore,,328,38,1,20230215,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100094,CUST2616,PROD1184,STORE117,2024-11-03,2,111.1,20241103,Credit Card,InStore,,185,18,1,20241103,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100095,CUST10371,PROD1004,STORE127,2025-02-05,5,3534.25,20250205,Credit Card,InStore,,5,28,1,20250205,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100096,CUST5591,PROD1318,STORE124,2023-12-24,9,2010.15,20231224,Credit Card,InStore,,319,25,1,20231224,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100097,CUST1626,PROD1480,STORE119,2022-03-15,2,1029.84,20220315,Credit Card,InStore,,481,20,1,20220315,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100098,CUST7103,PROD1259,STORE162,2020-09-14,9,3973.59,20200914,Credit Card,InStore,,260,63,1,20200914,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100099,CUST6966,PROD1379,STORE152,2022-08-21,5,1023.1,20220821,Credit Card,InStore,,380,53,1,20220821,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100100,CUST9990,PROD1429,STORE132,2024-09-10,4,820.32,20240910,Credit Card,InStore,,430,33,1,20240910,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100101,CUST3138,PROD1131,STORE149,2023-04-04,7,1456.0,20230404,Credit Card,InStore,,132,50,1,20230404,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100102,CUST7819,PROD1429,STORE117,2022-09-26,4,3267.28,20220926,Credit Card,InStore,,430,18,1,20220926,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100103,CUST8239,PROD1199,STORE111,2021-12-12,2,1319.54,20211212,Credit Card,InStore,,200,12,1,20211212,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100104,CUST8021,PROD1325,STORE182,2024-01-30,6,3751.56,20240130,Credit Card,InStore,,326,83,1,20240130,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100105,CUST5517,PROD1493,STORE165,2025-04-28,8,1547.04,20250428,Credit Card,InStore,,494,66,1,20250428,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100106,CUST9629,PROD1353,STORE103,2024-03-07,8,7180.64,20240307,Credit Card,InStore,,354,4,1,20240307,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100107,CUST7245,PROD1420,STORE164,2025-01-20,1,732.82,20250120,Credit Card,InStore,,421,65,1,20250120,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100108,CUST8008,PROD1389,STORE144,2023-08-10,1,109.22,20230810,Credit Card,InStore,,390,45,1,20230810,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100109,CUST2745,PROD1417,STORE169,2023-02-18,6,3339.36,20230218,Credit Card,InStore,,418,70,1,20230218,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100110,CUST9292,PROD1205,STORE147,2025-06-01,4,820.32,20250601,Credit Card,InStore,,206,48,1,20250601,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100111,CUST2409,PROD1412,STORE131,2022-07-18,5,1303.8,20220718,Credit Card,InStore,,413,32,1,20220718,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100112,CUST1765,PROD1408,STORE125,2022-09-10,9,5154.75,20220910,Credit Card,InStore,,409,26,1,20220910,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100113,CUST6277,PROD1157,STORE174,2023-07-18,1,952.36,20230718,Credit Card,InStore,,158,75,1,20230718,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100114,CUST5997,PROD1450,STORE101,2020-03-05,7,1717.52,20200305,Credit Card,InStore,,451,2,1,20200305,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100115,CUST9144,PROD1159,STORE116,2023-03-09,3,2151.3,20230309,Credit Card,InStore,,160,17,1,20230309,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100116,CUST5326,PROD1025,STORE114,2025-01-05,3,582.99,20250105,Credit Card,InStore,,26,15,1,20250105,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100117,CUST7056,PROD1142,STORE176,2023-05-23,3,1472.31,20230523,Credit Card,InStore,,143,77,1,20230523,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100118,CUST3710,PROD1463,STORE145,2025-02-05,6,3159.78,20250205,Credit Card,InStore,,464,46,1,20250205,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100119,CUST4102,PROD1497,STORE112,2020-04-06,1,994.46,20200406,Credit Card,InStore,,498,13,1,20200406,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100120,CUST7675,PROD1065,STORE196,2021-09-13,1,128.99,20210913,Credit Card,InStore,,66,97,1,20210913,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100121,CUST10988,PROD1344,STORE155,2023-01-23,9,4201.74,20230123,Credit Card,InStore,,345,56,1,20230123,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100122,CUST5756,PROD1140,STORE189,2020-07-27,3,2424.39,20200727,Credit Card,InStore,,141,90,1,20200727,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100123,CUST8018,PROD1070,STORE194,2022-04-04,6,325.02,20220404,Credit Card,InStore,,71,95,1,20220404,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE100124,CUST3634,PROD1247,STORE137,2025-02-05,5,4806.15,20250205,Credit Card,InStore,,248,38,1,20250205,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
