sale_id,customer_id,product_id,store_id,sale_date,quantity,total_amount
SALE100129,CUST10425,PROD1372,STORE130,2025-01-02,3,1712.8200000000002
SALE100130,CUST2320,PROD1002,STORE193,2025-02-01,2,1883.92
SALE100131,CUST3538,PROD1099,STORE180,2021-07-11,3,956.49
SALE100132,CUST10694,PROD1245,STORE125,2020-10-05,6,1442.52
SALE100133,CUST3589,PROD1227,STORE151,2023-06-02,9,8548.470000000001
SALE100134,CUST8774,PROD1260,STORE145,2023-02-17,1,420.52
SALE100135,CUST8406,PROD1352,STORE164,2020-09-11,5,621.65
SALE100136,CUST5478,PROD1477,STORE141,2021-08-26,4,2550.64
SALE100137,CUST8011,PROD1244,STORE151,2023-08-15,9,2869.47
SALE100138,CUST8335,PROD1347,STORE173,2025-03-03,5,989.75
SALE100139,CUST8837,PROD1454,STORE133,2024-03-05,5,4369.599999999999
SALE100140,CUST9700,PROD1293,STORE114,2024-09-09,9,2401.47
SALE100141,CUST4137,PROD1130,STORE110,2020-02-27,9,6361.650000000001
SALE100142,CUST2408,PROD1069,STORE143,2023-03-16,2,144.18
SALE100143,CUST2111,PROD1461,STORE171,2024-11-10,4,1087.64
SALE100144,CUST4877,PROD1446,STORE136,2025-08-16,4,1854.24
SALE100145,CUST6487,PROD1330,STORE176,2022-05-05,6,4157.22
SALE100146,CUST5825,PROD1254,STORE135,2020-06-25,9,2425.5
SALE100147,CUST2527,PROD1158,STORE133,2021-09-02,5,4005.85
SALE100148,CUST10317,PROD1466,STORE112,2024-12-26,2,1106.66
SALE100149,CUST2321,PROD1433,STORE177,2024-06-08,7,2891.77
SALE100150,CUST4952,PROD1439,STORE154,2022-10-20,3,2159.07
SALE100151,CUST4115,PROD1484,STORE138,2025-03-13,5,2512.1
SALE100152,CUST2134,PROD1497,STORE199,2025-02-16,5,2465.9
SALE100153,CUST4525,PROD1227,STORE186,2021-11-06,5,3126.3
SALE100154,CUST5470,PROD1454,STORE126,2023-12-07,5,2344.7
SALE100155,CUST3963,PROD1023,STORE124,2023-11-28,9,1297.08
SALE100156,CUST7895,PROD1150,STORE160,2023-03-07,1,869.44
SALE100157,CUST9075,PROD1056,STORE114,2022-06-04,8,994.64
SALE100158,CUST9071,PROD1176,STORE172,2024-05-02,4,2088.84
SALE100159,CUST5378,PROD1136,STORE144,2020-02-15,5,4784.2
SALE100160,CUST9752,PROD1277,STORE100,2023-05-31,2,280.96
SALE100161,CUST3742,PROD1289,STORE198,2025-09-24,1,235.14
SALE100162,CUST5704,PROD1199,STORE120,2021-04-10,4,3872.48
SALE100163,CUST5452,PROD1413,STORE119,2021-11-22,7,1738.9399999999998
SALE100164,CUST7743,PROD1260,STORE158,2020-07-10,8,3488.8
SALE100165,CUST10621,PROD1124,STORE138,2025-06-04,2,1419.02
SALE100166,CUST6630,PROD1457,STORE193,2020-07-24,4,3483.16
SALE100167,CUST3562,PROD1193,STORE171,2022-04-06,6,2774.04
SALE100168,CUST8434,PROD1472,STORE120,2024-04-19,4,1630.8
SALE100169,CUST4366,PROD1469,STORE147,2022-06-04,7,4172.84
SALE100170,CUST8078,PROD1011,STORE172,2024-05-30,6,1340.1
SALE100171,CUST9804,PROD1356,STORE120,2020-01-19,3,87.0
SALE100172,CUST5545,PROD1431,STORE178,2023-07-17,4,1610.16
SALE100173,CUST10845,PROD1167,STORE181,2023-05-04,7,1573.11
SALE100174,CUST1571,PROD1227,STORE130,2021-10-27,4,2362.6
SALE100175,CUST4748,PROD1311,STORE145,2024-11-29,5,2313.25
SALE100176,CUST1901,PROD1432,STORE156,2021-12-23,9,7016.67
SALE100177,CUST3309,PROD1467,STORE169,2025-10-26,3,1357.9499999999998
SALE100178,CUST7182,PROD1204,STORE142,2021-08-23,6,1025.22
SALE100179,CUST7232,PROD1153,STORE194,2024-01-29,1,928.8
SALE100180,CUST6839,PROD1183,STORE172,2023-03-19,9,4132.4400000000005
SALE100181,CUST7514,PROD1172,STORE111,2024-08-19,9,2563.65
SALE100182,CUST10481,PROD1301,STORE120,2023-11-25,1,847.94
SALE100183,CUST8300,PROD1132,STORE133,2022-09-06,8,4971.68
SALE100184,CUST4096,PROD1078,STORE143,2024-05-09,4,2163.28
SALE100185,CUST10822,PROD1102,STORE161,2021-06-20,6,4200.18
SALE100186,CUST4458,PROD1110,STORE107,2021-02-20,9,405.09
SALE100187,CUST9019,PROD1252,STORE113,2024-09-03,6,1309.68
SALE100188,CUST4971,PROD1401,STORE176,2022-05-05,7,3268.02
SALE100189,CUST4661,PROD1283,STORE195,2020-09-01,2,617.16
SALE100190,CUST2291,PROD1414,STORE148,2020-10-01,1,621.7
SALE100191,CUST9589,PROD1139,STORE144,2023-12-14,8,588.08
SALE100192,CUST3532,PROD1399,STORE172,2024-08-12,3,778.26
SALE100193,CUST3129,PROD1255,STORE117,2023-02-19,7,1993.74
SALE100194,CUST10370,PROD1230,STORE166,2020-04-26,8,1786.8
SALE100195,CUST2711,PROD1237,STORE179,2021-09-18,3,2200.65
SALE100196,CUST6802,PROD1250,STORE188,2021-09-29,7,4335.8
SALE100197,CUST9058,PROD1302,STORE161,2023-01-22,9,8504.369999999999
SALE100198,CUST3489,PROD1383,STORE148,2024-07-22,2,1319.54
SALE100199,CUST2169,PROD1156,STORE183,2022-07-26,8,7856.08
SALE100200,CUST5057,PROD1049,STORE102,2025-05-15,6,1882.44
SALE100201,CUST7613,PROD1235,STORE163,2023-11-14,9,8548.470000000001
SALE100202,CUST1183,PROD1058,STORE178,2020-09-22,1,303.59
SALE100203,CUST5207,PROD1464,STORE118,2024-07-12,9,2923.2000000000003
SALE100204,CUST6346,PROD1223,STORE153,2024-11-26,2,1587.62
SALE100205,CUST3827,PROD1182,STORE175,2023-10-11,6,3370.8
SALE100206,CUST7241,PROD1437,STORE173,2021-07-14,4,2951.36
SALE100207,CUST3286,PROD1243,STORE199,2021-12-21,1,549.43
SALE100208,CUST6131,PROD1484,STORE161,2020-02-26,6,5646.18
SALE100209,CUST8137,PROD1444,STORE110,2021-01-31,7,6830.389999999999
SALE100210,CUST6217,PROD1284,STORE189,2020-01-20,2,1949.02
SALE100211,CUST6471,PROD1464,STORE193,2022-05-18,6,2524.26
SALE100212,CUST3349,PROD1069,STORE135,2020-09-23,3,419.94
SALE100213,CUST3822,PROD1227,STORE134,2020-09-10,6,844.5
SALE100214,CUST3598,PROD1417,STORE194,2021-12-26,8,2156.0
SALE100215,CUST5147,PROD1220,STORE148,2025-12-06,2,1938.56
SALE100216,CUST10232,PROD1245,STORE105,2025-10-20,6,1765.08
SALE100217,CUST9087,PROD1370,STORE135,2024-07-06,4,719.64
SALE100218,CUST5867,PROD1260,STORE147,2022-02-26,2,1860.0
SALE100219,CUST2882,PROD1144,STORE120,2021-07-16,4,1139.28
SALE100220,CUST8802,PROD1044,STORE135,2023-04-15,1,574.49
SALE100221,CUST6533,PROD1058,STORE117,2020-09-24,1,974.51
SALE100222,CUST1645,PROD1372,STORE139,2021-09-29,6,5861.9400000000005
SALE100223,CUST6497,PROD1396,STORE111,2020-01-29,4,3915.32
SALE100224,CUST5039,PROD1314,STORE118,2022-01-29,2,521.52
SALE100225,CUST7927,PROD1003,STORE135,2022-09-03,5,1245.0
SALE100226,CUST7990,PROD1278,STORE193,2024-09-30,4,550.56
SALE100227,CUST10635,PROD1203,STORE184,2020-10-17,7,6099.17
SALE100228,CUST7324,PROD1000,STORE198,2020-11-22,8,1439.28
SALE100229,CUST6479,PROD1201,STORE126,2024-02-22,3,2253.54
SALE100230,CUST7407,PROD1388,STORE171,2023-09-03,1,606.74
SALE100231,CUST1761,PROD1269,STORE101,2021-11-07,8,6026.08
SALE100232,CUST10139,PROD1465,STORE156,2023-12-10,5,2974.8
SALE100233,CUST4997,PROD1138,STORE113,2024-04-20,2,1113.34
SALE100234,CUST5791,PROD1388,STORE151,2024-05-19,9,2425.5
SALE100235,CUST1625,PROD1410,STORE180,2020-02-26,7,290.64000000000004
SALE100236,CUST9587,PROD1093,STORE167,2025-11-30,5,244.0
SALE100237,CUST6837,PROD1195,STORE157,2025-02-28,5,4806.15
SALE100238,CUST4383,PROD1301,STORE169,2024-05-22,9,2869.47
SALE100239,CUST3555,PROD1393,STORE145,2023-08-04,3,1034.34
SALE100240,CUST5600,PROD1016,STORE105,2022-05-06,3,1729.59
SALE100241,CUST6305,PROD1440,STORE168,2025-08-13,8,390.4
SALE100242,CUST7758,PROD1471,STORE132,2024-12-12,6,5227.86
SALE100243,CUST8762,PROD1155,STORE137,2023-06-03,3,568.02
SALE100244,CUST4308,PROD1058,STORE105,2020-12-01,8,3000.32
SALE100245,CUST1165,PROD1280,STORE100,2023-01-26,8,1441.04
SALE100246,CUST2415,PROD1196,STORE163,2024-11-09,6,5892.06
SALE100247,CUST2821,PROD1319,STORE123,2020-12-23,6,5651.76
SALE100248,CUST10294,PROD1312,STORE110,2023-04-12,5,4709.8
SALE100249,CUST1523,PROD1406,STORE165,2025-12-08,5,4729.25
SALE100250,CUST8228,PROD1217,STORE122,2024-12-02,2,569.7
SALE100251,CUST9295,PROD1484,STORE194,2022-01-04,3,941.22
SALE100252,CUST1699,PROD1399,STORE109,2023-04-17,7,4966.57
SALE100253,CUST7273,PROD1320,STORE160,2024-11-09,8,3319.68
SALE100254,CUST1448,PROD1306,STORE145,2025-08-29,3,2714.82
SALE100255,CUST9146,PROD1495,STORE140,2021-07-10,7,1073.8
SALE100256,CUST4467,PROD1301,STORE128,2022-01-23,1,625.26
SALE100257,CUST7517,PROD1439,STORE187,2025-09-15,7,2702.91
SALE100258,CUST4087,PROD1066,STORE152,2025-07-21,2,754.28
SALE100259,CUST1131,PROD1329,STORE128,2022-06-29,9,4115.7
SALE100260,CUST1213,PROD1135,STORE170,2025-05-10,1,973.19
SALE100261,CUST4356,PROD1227,STORE139,2022-03-23,7,4712.54
SALE100262,CUST2614,PROD1033,STORE108,2022-07-25,7,4947.95
SALE100263,CUST3927,PROD1111,STORE118,2022-05-29,7,5876.990000000001
SALE100264,CUST10025,PROD1275,STORE180,2025-07-25,2,1405.16
SALE100265,CUST5940,PROD1397,STORE194,2022-11-27,4,1972.72
SALE100266,CUST2291,PROD1344,STORE183,2025-09-18,8,6210.48
SALE100267,CUST10497,PROD1461,STORE172,2024-01-21,1,930.0
SALE100268,CUST2383,PROD1358,STORE130,2022-06-27,1,619.4
SALE100269,CUST10050,PROD1386,STORE120,2025-02-01,1,363.14
SALE100270,CUST5845,PROD1351,STORE131,2025-03-08,3,1158.39
SALE100271,CUST6538,PROD1107,STORE150,2020-06-04,8,689.52
SALE100272,CUST4070,PROD1477,STORE198,2023-10-02,5,1522.3
SALE100273,CUST1656,PROD1090,STORE151,2022-04-10,9,7144.289999999999
SALE100274,CUST3593,PROD1294,STORE129,2022-07-04,9,8079.3
SALE100275,CUST4105,PROD1217,STORE102,2020-03-25,9,8067.87
SALE100276,CUST8340,PROD1415,STORE172,2020-11-02,4,1721.76
SALE100277,CUST2510,PROD1154,STORE146,2021-07-15,6,1162.68
SALE100278,CUST10000,PROD1158,STORE155,2022-11-22,9,4732.47
SALE100279,CUST2130,PROD1205,STORE148,2020-06-18,7,889.63
SALE100280,CUST1595,PROD1022,STORE146,2024-08-19,5,4317.85
SALE100281,CUST5850,PROD1330,STORE134,2020-08-19,8,2815.2
SALE100282,CUST2440,PROD1473,STORE124,2023-07-30,2,627.48
SALE100283,CUST6015,PROD1353,STORE122,2024-07-13,1,877.74
SALE100284,CUST1324,PROD1443,STORE171,2021-01-12,4,1982.2
SALE100285,CUST6535,PROD1312,STORE150,2024-11-12,3,1141.29
SALE100286,CUST9854,PROD1221,STORE193,2025-01-10,3,318.39
SALE100287,CUST8232,PROD1095,STORE126,2024-08-09,5,318.95
SALE100288,CUST8909,PROD1413,STORE106,2025-02-16,4,3591.16
SALE100289,CUST1079,PROD1208,STORE169,2021-12-25,4,1541.08
SALE100290,CUST9275,PROD1108,STORE163,2025-07-15,3,2101.95
SALE100291,CUST7927,PROD1423,STORE138,2020-04-08,5,3624.2
SALE100292,CUST6130,PROD1480,STORE175,2025-01-31,6,762.54
SALE100293,CUST6620,PROD1377,STORE167,2024-12-10,7,4098.22
SALE100294,CUST10833,PROD1261,STORE193,2021-07-12,9,6022.8
SALE100295,CUST10040,PROD1016,STORE175,2024-02-18,6,4682.28
SALE100296,CUST2731,PROD1336,STORE146,2023-04-03,3,1765.89
SALE100297,CUST2360,PROD1269,STORE147,2024-11-17,6,3418.62
SALE100298,CUST6440,PROD1337,STORE121,2020-03-26,4,1155.64
SALE100299,CUST10345,PROD1453,STORE121,2025-12-08,8,3734.88
SALE100300,CUST1363,PROD1227,STORE103,2025-07-02,6,3695.82
SALE100301,CUST5562,PROD1167,STORE107,2022-07-07,8,6243.04
SALE100302,CUST3386,PROD1158,STORE151,2022-09-29,2,1313.16
SALE100303,CUST9889,PROD1165,STORE129,2025-11-06,3,2692.74
SALE100304,CUST4478,PROD1113,STORE107,2021-08-17,8,7063.36
SALE100305,CUST8951,PROD1145,STORE127,2023-10-29,7,5073.88
SALE100306,CUST10103,PROD1300,STORE108,2021-08-21,8,1881.12
SALE100307,CUST4399,PROD1434,STORE140,2020-09-30,8,5138.96
SALE100308,CUST5409,PROD1312,STORE127,2025-12-10,1,787.3
SALE100309,CUST3874,PROD1316,STORE175,2022-09-17,9,2700.81
SALE100310,CUST3317,PROD1400,STORE196,2024-09-13,9,3988.89
SALE100311,CUST7034,PROD1051,STORE102,2025-11-28,8,7754.24
SALE100312,CUST1078,PROD1458,STORE191,2024-03-02,9,4352.31
SALE100313,CUST9142,PROD1165,STORE121,2025-05-29,7,440.23
SALE100314,CUST6908,PROD1475,STORE151,2020-07-26,5,1875.2
SALE100315,CUST6703,PROD1336,STORE117,2025-04-07,5,2554.05
SALE100316,CUST8413,PROD1293,STORE152,2021-10-30,6,2769.48
SALE100317,CUST4163,PROD1343,STORE141,2022-03-28,1,405.04
SALE100318,CUST7188,PROD1193,STORE165,2022-10-08,1,261.4
SALE100319,CUST8951,PROD1420,STORE155,2023-10-16,1,239.38
SALE100320,CUST2623,PROD1408,STORE156,2020-02-29,1,514.92
SALE100321,CUST7091,PROD1319,STORE159,2020-01-14,7,4644.990000000001
SALE100322,CUST2613,PROD1112,STORE147,2020-07-30,2,457.9
SALE100323,CUST9702,PROD1427,STORE166,2020-07-03,8,4733.76
SALE100324,CUST8581,PROD1456,STORE110,2021-02-12,1,596.12
SALE100325,CUST6727,PROD1441,STORE194,2022-05-18,4,2064.84
SALE100326,CUST8812,PROD1067,STORE190,2020-07-01,7,1770.37
SALE100327,CUST6041,PROD1242,STORE198,2022-05-04,9,7817.58
SALE100328,CUST3391,PROD1128,STORE145,2024-11-17,5,3534.25
SALE100329,CUST8888,PROD1377,STORE185,2021-10-20,6,3576.7200000000003
SALE100330,CUST8209,PROD1379,STORE109,2025-03-15,2,679.62
SALE100331,CUST10690,PROD1119,STORE174,2021-02-09,4,180.04
SALE100332,CUST2776,PROD1003,STORE160,2021-11-09,4,1508.56
SALE100333,CUST10410,PROD1039,STORE134,2024-11-10,3,512.61
SALE100334,CUST8087,PROD1286,STORE185,2020-10-27,7,1187.9
SALE100335,CUST3321,PROD1193,STORE117,2024-04-11,9,2352.6
SALE100336,CUST2344,PROD1112,STORE169,2020-05-13,7,5953.849999999999
SALE100337,CUST1236,PROD1184,STORE161,2021-03-28,8,612.64
SALE100338,CUST3127,PROD1110,STORE128,2024-09-21,2,177.46
SALE100339,CUST7218,PROD1267,STORE119,2020-03-02,7,1718.01
SALE100340,CUST2186,PROD1071,STORE191,2023-09-16,2,153.16
SALE100341,CUST7822,PROD1376,STORE159,2022-09-01,7,3008.9500000000003
SALE100342,CUST4062,PROD1197,STORE110,2021-02-25,6,3550.32
SALE100343,CUST6781,PROD1259,STORE161,2025-02-22,2,135.54
SALE100344,CUST8970,PROD1047,STORE186,2020-08-26,8,3687.12
SALE100345,CUST9565,PROD1182,STORE107,2021-06-12,4,1110.48
SALE100346,CUST3474,PROD1061,STORE179,2020-10-31,3,202.35
SALE100347,CUST10599,PROD1001,STORE180,2025-06-28,5,989.75
SALE100348,CUST1611,PROD1401,STORE113,2025-09-12,8,4973.6
SALE100349,CUST7905,PROD1449,STORE154,2023-02-14,5,2975.3500000000004
SALE100350,CUST4995,PROD1228,STORE192,2024-02-19,3,1289.37
SALE100351,CUST3352,PROD1066,STORE103,2021-07-12,4,719.64
SALE100352,CUST6503,PROD1143,STORE193,2021-02-02,6,4173.299999999999
SALE100353,CUST2674,PROD1182,STORE138,2023-12-18,5,462.9500000000001
SALE100354,CUST10489,PROD1203,STORE134,2021-01-08,5,2304.45
SALE100355,CUST7915,PROD1007,STORE145,2020-07-18,6,4762.86
SALE100356,CUST8781,PROD1492,STORE175,2024-03-16,2,541.38
SALE100357,CUST6726,PROD1314,STORE166,2021-11-03,3,900.27
SALE100358,CUST2659,PROD1309,STORE123,2022-11-26,9,3988.89
SALE100359,CUST8326,PROD1297,STORE120,2021-08-26,1,594.01
SALE100360,CUST6323,PROD1107,STORE185,2022-11-09,6,464.34
SALE100361,CUST4549,PROD1077,STORE177,2024-12-02,7,2378.67
SALE100362,CUST8484,PROD1183,STORE123,2024-08-14,9,983.61
SALE100363,CUST7835,PROD1223,STORE166,2024-05-11,1,205.08
SALE100364,CUST7388,PROD1150,STORE190,2024-01-13,1,463.56
SALE100365,CUST1243,PROD1270,STORE163,2022-08-03,1,255.93
SALE100366,CUST3581,PROD1099,STORE131,2022-01-14,1,240.42
SALE100367,CUST4215,PROD1248,STORE156,2025-09-17,4,459.4
SALE100368,CUST3800,PROD1267,STORE114,2023-12-16,9,6259.95
SALE100369,CUST7410,PROD1162,STORE122,2022-03-14,2,388.66
SALE100370,CUST2681,PROD1496,STORE105,2020-08-24,1,137.57
SALE100371,CUST4047,PROD1211,STORE156,2024-01-21,4,1682.84
SALE100372,CUST1797,PROD1291,STORE102,2021-12-08,6,1744.08
SALE100373,CUST8363,PROD1265,STORE170,2024-06-21,6,4743.96
SALE100374,CUST5560,PROD1074,STORE177,2024-02-05,2,335.64
SALE100375,CUST3274,PROD1062,STORE134,2023-02-02,6,152.7
SALE100376,CUST9637,PROD1202,STORE145,2024-11-19,5,1768.8
